task_row_index,source_no,composition_group,composition_group_rows,outer_split,optuna_validation_fold,material_class,reference,temperature_celsius,chloride_molar,pH,test_method,target_decile,target_mV_SCE_development_only,"Composition, wt.% Fe","Composition, wt.% Cr","Composition, wt.% Ni","Composition, wt.% Mo","Composition, wt.% W","Composition, wt.% Nb","Composition, wt.% Al","Composition, wt.% V","Composition, wt.% Ta","Composition, wt.% Re","Composition, wt.% Ce","Composition, wt.% Ti","Composition, wt.% Co","Composition, wt.% B","Composition, wt.% Mg","Composition, wt.% Y","Composition, wt.% Gd"
615,655,composition_0239,4,development,1,NiCrMo Alloy,44,75,0.5,7,Potentiostatic Polarization,7,435.7,0,13.98,74.36,11.66,0,0,0,0,0,0,0,0,0,0,0,0,0
616,656,composition_0240,4,development,2,NiCrMo Alloy,44,75,0.5,7,Potentiostatic Polarization,7,377.8,0,10.53,74.44,15.03,0,0,0,0,0,0,0,0,0,0,0,0,0
617,657,composition_0241,4,final_test,,NiCrMo Alloy,44,75,0.5,7,Potentiostatic Polarization,8,,0,13.06,72.04,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0
618,658,composition_0249,2,development,1,NiCrMo Alloy,44,75,0.5,7,Potentiostatic Polarization,8,570.7,0,22.59,65.14,12.27,0,0,0,0,0,0,0,0,0,0,0,0,0
619,659,composition_0250,2,final_test,,NiCrMo Alloy,44,75,0.5,7,Potentiostatic Polarization,8,,0,26.52,61.68,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0
620,660,composition_0246,3,development,2,NiCrMo Alloy,44,75,0.5,7,Potentiostatic Polarization,8,585.2,0,18.3,66.67,15.03,0,0,0,0,0,0,0,0,0,0,0,0,0
621,664,composition_0247,3,development,5,NiCrMo Alloy,44,75,0.5,7,Potentiostatic Polarization,7,426,0,9.52,69.41,21.07,0,0,0,0,0,0,0,0,0,0,0,0,0
622,669,composition_0248,3,development,1,NiCrMo Alloy,44,75,0.5,7,Potentiostatic Polarization,7,398.7,0,19.04,57.97,22.98,0,0,0,0,0,0,0,0,0,0,0,0,0
623,671,composition_0235,4,final_test,,NiCrMo Alloy,44,90,0.5,7,Potentiostatic Polarization,5,,0,13.31,81.45,5.24,0,0,0,0,0,0,0,0,0,0,0,0,0
624,672,composition_0236,4,development,3,NiCrMo Alloy,44,90,0.5,7,Potentiostatic Polarization,8,499,0,20.53,74.55,4.92,0,0,0,0,0,0,0,0,0,0,0,0,0
625,673,composition_0243,3,development,4,NiCrMo Alloy,44,90,0.5,7,Potentiostatic Polarization,5,259.8,0,16.95,74.64,8.41,0,0,0,0,0,0,0,0,0,0,0,0,0
626,674,composition_0244,3,development,1,NiCrMo Alloy,44,90,0.5,7,Potentiostatic Polarization,8,540.8,0,28.67,65.94,5.38,0,0,0,0,0,0,0,0,0,0,0,0,0
627,675,composition_0237,4,development,4,NiCrMo Alloy,44,90,0.5,7,Potentiostatic Polarization,8,479.7,0,16.75,73.56,9.69,0,0,0,0,0,0,0,0,0,0,0,0,0
628,676,composition_0238,4,development,3,NiCrMo Alloy,44,90,0.5,7,Potentiostatic Polarization,8,558.8,0,32.02,62.82,5.16,0,0,0,0,0,0,0,0,0,0,0,0,0
629,678,composition_0239,4,development,1,NiCrMo Alloy,44,90,0.5,7,Potentiostatic Polarization,7,394.9,0,13.98,74.36,11.66,0,0,0,0,0,0,0,0,0,0,0,0,0
630,679,composition_0240,4,development,2,NiCrMo Alloy,44,90,0.5,7,Potentiostatic Polarization,5,259.2,0,10.53,74.44,15.03,0,0,0,0,0,0,0,0,0,0,0,0,0
631,680,composition_0241,4,final_test,,NiCrMo Alloy,44,90,0.5,7,Potentiostatic Polarization,6,,0,13.06,72.04,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0
632,681,composition_0249,2,development,1,NiCrMo Alloy,44,90,0.5,7,Potentiostatic Polarization,8,531.8,0,22.59,65.14,12.27,0,0,0,0,0,0,0,0,0,0,0,0,0
633,682,composition_0250,2,final_test,,NiCrMo Alloy,44,90,0.5,7,Potentiostatic Polarization,7,,0,26.52,61.68,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0
634,683,composition_0246,3,development,2,NiCrMo Alloy,44,90,0.5,7,Potentiostatic Polarization,8,504.8,0,18.3,66.67,15.03,0,0,0,0,0,0,0,0,0,0,0,0,0
635,686,composition_0251,1,development,2,NiCrMo Alloy,44,90,0.5,7,Potentiostatic Polarization,8,559,0,29.27,56.08,14.64,0,0,0,0,0,0,0,0,0,0,0,0,0
636,687,composition_0247,3,development,5,NiCrMo Alloy,44,90,0.5,7,Potentiostatic Polarization,8,473.3,0,9.52,69.41,21.07,0,0,0,0,0,0,0,0,0,0,0,0,0
637,690,composition_0242,2,development,3,NiCrMo Alloy,44,90,0.5,7,Potentiostatic Polarization,3,70.7,0,26.34,54.35,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0
638,692,composition_0248,3,development,1,NiCrMo Alloy,44,90,0.5,7,Potentiostatic Polarization,8,472,0,19.04,57.97,22.98,0,0,0,0,0,0,0,0,0,0,0,0,0
639,694,composition_0252,45,development,5,Al Alloy,30,25,1,7,Potentiodynamic Polarization,1,-530,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
640,695,composition_0252,45,development,5,Al Alloy,30,25,1,7,Potentiodynamic Polarization,1,-440,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0
641,696,composition_0252,45,development,5,Al Alloy,30,25,1,7,Potentiodynamic Polarization,1,-410,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0
642,697,composition_0252,45,development,5,Al Alloy,30,25,1,7,Potentiodynamic Polarization,1,-390,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0
643,698,composition_0252,45,development,5,Al Alloy,30,25,1,7,Potentiodynamic Polarization,1,-360,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0
644,699,composition_0252,45,development,5,Al Alloy,30,25,1,7,Potentiodynamic Polarization,1,-320,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0
645,700,composition_0252,45,development,5,Al Alloy,56,25,0.6,7,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",1,-650,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
646,701,composition_0252,45,development,5,Al Alloy,56,25,0.6,7,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",1,-376,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
647,702,composition_0253,3,development,4,Al Alloy,56,25,0.6,7,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",2,-237,0,0,15.76,0,0,0,72.44,0,0,0,0,0,0,0,0,11.8,0
648,703,composition_0254,11,final_test,,Al Alloy,56,25,0.6,7,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",2,,7.99,0,0,0,0,0,69.5,0,0,0,0,0,0,0,0,0,22.5
649,704,composition_0253,3,development,4,Al Alloy,56,25,0.6,7,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",2,-133,0,0,15.76,0,0,0,72.44,0,0,0,0,0,0,0,0,11.8,0
650,705,composition_0254,11,final_test,,Al Alloy,56,25,0.6,7,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",2,,7.99,0,0,0,0,0,69.5,0,0,0,0,0,0,0,0,0,22.5
651,706,composition_0253,3,development,4,Al Alloy,56,25,0.6,7,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",2,-143,0,0,15.76,0,0,0,72.44,0,0,0,0,0,0,0,0,11.8,0
652,707,composition_0255,1,final_test,,Al Alloy,56,25,0.6,7,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",1,,5,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,5
653,708,composition_0252,45,development,5,Al Alloy,60,25,0.6,5.9,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",1,-376,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
654,709,composition_0254,11,final_test,,Al Alloy,60,25,0.6,5.9,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",2,,7.99,0,0,0,0,0,69.5,0,0,0,0,0,0,0,0,0,22.5
655,710,composition_0254,11,final_test,,Al Alloy,60,25,0.6,5.9,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",3,,7.99,0,0,0,0,0,69.5,0,0,0,0,0,0,0,0,0,22.5
656,711,composition_0254,11,final_test,,Al Alloy,60,25,0.6,5.9,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",1,,7.99,0,0,0,0,0,69.5,0,0,0,0,0,0,0,0,0,22.5
657,712,composition_0252,45,development,5,Al Alloy,62,25,0.1,8,Potentiostatic Polarization,1,-442,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
658,713,composition_0256,1,development,2,Al Alloy,62,25,0.1,8,Potentiostatic Polarization,1,-325,0,0,0,7.41,0,0,92.59,0,0,0,0,0,0,0,0,0,0
659,714,composition_0257,1,development,1,Al Alloy,62,25,0.1,8,Potentiostatic Polarization,3,-4,0,0,0,23.13,0,0,76.87,0,0,0,0,0,0,0,0,0,0
660,715,composition_0258,1,development,1,Al Alloy,62,25,0.1,8,Potentiostatic Polarization,5,250,0,0,0,32.66,0,0,67.34,0,0,0,0,0,0,0,0,0,0
661,716,composition_0259,1,development,1,Al Alloy,62,25,0.1,8,Potentiostatic Polarization,2,-232,0,12.33,0,0,0,0,87.67,0,0,0,0,0,0,0,0,0,0
662,717,composition_0260,1,development,3,Al Alloy,62,25,0.1,8,Potentiostatic Polarization,2,-202,0,14.35,0,0,0,0,85.65,0,0,0,0,0,0,0,0,0,0
663,718,composition_0261,1,development,1,Al Alloy,62,25,0.1,8,Potentiostatic Polarization,2,-247,0,23.88,0,0,0,0,76.12,0,0,0,0,0,0,0,0,0,0
664,719,composition_0252,45,development,5,Al Alloy,69,26,0.1,8,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP was mesured until stability for 6 mins",1,-630,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
665,720,composition_0262,1,development,1,Al Alloy,69,25,0.1,8,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP was mesured until stability for 6 mins",1,-485,0,0,0,9.29,0,0,90.71,0,0,0,0,0,0,0,0,0,0
666,721,composition_0263,1,final_test,,Al Alloy,69,25,0.1,8,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP was mesured until stability for 6 mins",2,,0,0,0,16.88,0,0,83.12,0,0,0,0,0,0,0,0,0,0
667,722,composition_0264,1,final_test,,Al Alloy,69,25,0.1,8,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP was mesured until stability for 6 mins",2,,0,0,0,29.22,0,0,70.78,0,0,0,0,0,0,0,0,0,0
668,723,composition_0265,1,development,4,Al Alloy,69,25,0.1,8,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP was mesured until stability for 6 mins",1,-330,0,0,0,9.91,0,0,90.09,0,0,0,0,0,0,0,0,0,0
669,724,composition_0266,1,development,1,Al Alloy,69,25,0.1,8,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP was mesured until stability for 6 mins",1,-330,0,0,0,12.91,0,0,87.09,0,0,0,0,0,0,0,0,0,0
670,725,composition_0267,3,development,1,Al Alloy,69,25,0.1,8,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP was mesured until stability for 6 mins",2,-280,0,0,0,15.77,0,0,84.23,0,0,0,0,0,0,0,0,0,0
671,726,composition_0268,1,final_test,,Al Alloy,69,25,0.1,8,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP was mesured until stability for 6 mins",2,,0,0,0,18.5,0,0,81.5,0,0,0,0,0,0,0,0,0,0
672,727,composition_0269,1,final_test,,Al Alloy,69,25,0.1,8,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP was mesured until stability for 6 mins",2,,0,0,0,24.11,0,0,75.89,0,0,0,0,0,0,0,0,0,0
673,728,composition_0252,45,development,5,Al Alloy,75,25,0.01,7,Potentiostatic Polarization for 24 hrs in deaerated Cl- solution,1,-605,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
674,729,composition_0252,45,development,5,Al Alloy,75,25,0.1,7,Potentiostatic Polarization for 24 hrs in deaerated Cl- solution,1,-685,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
675,730,composition_0252,45,development,5,Al Alloy,75,25,0.5,7,Potentiostatic Polarization for 24 hrs in deaerated Cl- solution,1,-730,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
676,731,composition_0252,45,development,5,Al Alloy,75,25,1,7,Potentiostatic Polarization for 24 hrs in deaerated Cl- solution,1,-745,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
677,732,composition_0252,45,development,5,Al Alloy,75,25,0.1,4,Potentiostatic Polarization for 24 hrs in deaerated Cl- solution,1,-680,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
678,733,composition_0252,45,development,5,Al Alloy,75,25,0.1,5.8,Potentiostatic Polarization for 24 hrs in deaerated Cl- solution,1,-685,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
679,734,composition_0252,45,development,5,Al Alloy,75,25,0.1,8.1,Potentiostatic Polarization for 24 hrs in deaerated Cl- solution,1,-675,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
680,735,composition_0252,45,development,5,Al Alloy,75,25,0.1,9,Potentiostatic Polarization for 24 hrs in deaerated Cl- solution,1,-650,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
681,736,composition_0252,45,development,5,Al Alloy,75,25,0.1,9.4,Potentiostatic Polarization for 24 hrs in deaerated Cl- solution,1,-600,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
682,737,composition_0252,45,development,5,Al Alloy,75,25,1,4,Potentiostatic Polarization for 24 hrs in deaerated Cl- solution,1,-770,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
683,738,composition_0252,45,development,5,Al Alloy,75,25,1,5.8,Potentiostatic Polarization for 24 hrs in deaerated Cl- solution,1,-760,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
684,739,composition_0252,45,development,5,Al Alloy,75,25,1,8.1,Potentiostatic Polarization for 24 hrs in deaerated Cl- solution,1,-760,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
685,740,composition_0252,45,development,5,Al Alloy,75,25,1,10.2,Potentiostatic Polarization for 24 hrs in deaerated Cl- solution,1,-720,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
686,741,composition_0252,45,development,5,Al Alloy,80,25,0.1,10,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1,-500,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
687,742,composition_0270,2,development,3,Al Alloy,80,25,0.1,10,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,2,-125,0,0,0,0,0,15.34,84.66,0,0,0,0,0,0,0,0,0,0
688,743,composition_0271,2,development,3,Al Alloy,80,25,0.1,10,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1,-750,0,0,0,0,0,37.8,62.2,0,0,0,0,0,0,0,0,0,0
689,744,composition_0272,2,development,4,Al Alloy,80,25,0.1,10,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1,-875,0,0,0,0,0,54.75,45.25,0,0,0,0,0,0,0,0,0,0
690,745,composition_0252,45,development,5,Al Alloy,80,25,0.1,7,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1,-690,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
691,746,composition_0270,2,development,3,Al Alloy,80,25,0.1,7,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,1,-300,0,0,0,0,0,15.34,84.66,0,0,0,0,0,0,0,0,0,0
692,747,composition_0271,2,development,3,Al Alloy,80,25,0.1,7,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,6,300,0,0,0,0,0,37.8,62.2,0,0,0,0,0,0,0,0,0,0
693,748,composition_0272,2,development,4,Al Alloy,80,25,0.1,7,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,8,600,0,0,0,0,0,54.75,45.25,0,0,0,0,0,0,0,0,0,0
694,749,composition_0273,1,development,4,Al Alloy,80,25,0.1,7,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,9,650,0,0,0,0,0,64.96,35.04,0,0,0,0,0,0,0,0,0,0
695,750,composition_0267,3,development,1,Al Alloy,80,25,0.1,10,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,3,0,0,0,0,15.77,0,0,84.23,0,0,0,0,0,0,0,0,0,0
696,751,composition_0274,2,development,3,Al Alloy,80,25,0.1,10,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,4,100,0,0,0,28.32,0,0,71.68,0,0,0,0,0,0,0,0,0,0
697,752,composition_0275,1,final_test,,Al Alloy,80,25,0.1,10,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,7,,0,0,0,38.56,0,0,61.44,0,0,0,0,0,0,0,0,0,0
698,753,composition_0276,1,final_test,,Al Alloy,80,25,0.1,10,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,8,,0,0,0,44.67,0,0,55.33,0,0,0,0,0,0,0,0,0,0
699,754,composition_0277,1,final_test,,Al Alloy,80,25,0.1,10,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,9,,0,0,0,55.55,0,0,44.45,0,0,0,0,0,0,0,0,0,0
700,755,composition_0278,2,final_test,,Al Alloy,80,25,0.1,10,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,10,,0,0,0,59.23,0,0,40.77,0,0,0,0,0,0,0,0,0,0
701,756,composition_0279,1,development,2,Other,80,25,0.1,10,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,10,975,0,0,0,62.06,0,0,37.94,0,0,0,0,0,0,0,0,0,0
702,757,composition_0267,3,development,1,Al Alloy,80,25,0.1,7,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,3,0,0,0,0,15.77,0,0,84.23,0,0,0,0,0,0,0,0,0,0
703,758,composition_0274,2,development,3,Al Alloy,80,25,0.1,7,Potentiodynamic Polarzation until a stable pit formed then Potentiostatic Polarization at pitting potential to monitior pit growth,5,250,0,0,0,28.32,0,0,71.68,0,0,0,0,0,0,0,0,0,0
